food_category,food_name,per_100_ml_or_gm,cal_per_100_ml_or_gms,kj_per_100_ml_or_gms,per_serving,cal_per_serving,kj_per_serving,per_ounces,cal_per_ounces,kj_per_ounces
Soups,Cream of Asparagus Soup,100g,35 cal,147 kJ,1 cup (244 g),85 cal,359 kJ,1 oz. (28 g),10 cal,41 kJ
Soups,Cream of Broccoli Soup,100g,45 cal,189 kJ,1 serving (310 g),140 cal,586 kJ,1 oz. (28 g),13 cal,53 kJ
Soups,Cream of Celery Soup,100g,37 cal,155 kJ,1 cup (248 g),92 cal,384 kJ,1 oz. (28 g),10 cal,43 kJ
Soups,Cream of Chicken Soup,100g,48 cal,202 kJ,1 cup (244 g),117 cal,493 kJ,1 oz. (28 g),13 cal,57 kJ
Soups,Cream of Mushroom Soup,100g,39 cal,164 kJ,1 cup (248 g),97 cal,407 kJ,1 oz. (28 g),11 cal,46 kJ
Soups,Cream of Onion Soup,100g,44 cal,185 kJ,1 cup (244 g),107 cal,451 kJ,1 oz. (28 g),12 cal,52 kJ
Soups,Cream of Potato Soup,100g,30 cal,126 kJ,1 cup (244 g),73 cal,307 kJ,1 oz. (28 g),8 cal,35 kJ
Soups,Creamy Chicken Noodle Soup,100g,23 cal,97 kJ,1 cup (245 g),56 cal,238 kJ,1 oz. (28 g),6 cal,27 kJ
Soups,French Onion Soup,100g,23 cal,97 kJ,1 cup (243 g),56 cal,236 kJ,1 oz. (28 g),6 cal,27 kJ
Soups,Golden Mushroom Soup,100g,65 cal,273 kJ,1 cup (248 g),161 cal,677 kJ,1 oz. (28 g),18 cal,76 kJ
Soups,Goulash,100g,1009 cal,4238 kJ,1 serving (187 g),1887 cal,7925 kJ,1 oz. (28 g),283 cal,1187 kJ
Soups,Instant Ramen,100g,436 cal,1831 kJ,1 package (85 g),371 cal,1556 kJ,1 oz. (28 g),122 cal,513 kJ
Soups,Lentil Soup,100g,56 cal,235 kJ,1 cup (248 g),139 cal,583 kJ,1 oz. (28 g),16 cal,66 kJ
Soups,Lobster Bisque Soup,100g,100 cal,420 kJ,1 cup (248 g),248 cal,1042 kJ,1 oz. (28 g),28 cal,118 kJ
Soups,Meatball Soup,100g,49 cal,206 kJ,1 cup (245 g),120 cal,505 kJ,1 oz. (28 g),14 cal,58 kJ
Soups,Minestrone,100g,34 cal,143 kJ,1 cup (241 g),82 cal,345 kJ,1 oz. (28 g),10 cal,40 kJ
Soups,Mushroom Soup,100g,35 cal,147 kJ,1 cup (244 g),85 cal,359 kJ,1 oz. (28 g),10 cal,41 kJ
Soups,Noodle Soup,100g,34 cal,143 kJ,1 cup (244 g),83 cal,349 kJ,1 oz. (28 g),10 cal,40 kJ
Soups,Onion Soup,100g,23 cal,97 kJ,1 cup (243 g),56 cal,236 kJ,1 oz. (28 g),6 cal,27 kJ
Soups,Oxtail Soup,100g,28 cal,118 kJ,1 cup (244 g),68 cal,288 kJ,1 oz. (28 g),8 cal,33 kJ
Soups,Pea Soup,100g,75 cal,315 kJ,1 cup (253 g),190 cal,797 kJ,1 oz. (28 g),21 cal,88 kJ
Soups,Potato Soup,100g,80 cal,336 kJ,1 serving (240 g),192 cal,806 kJ,1 oz. (28 g),22 cal,94 kJ
Soups,Pumpkin Soup,100g,29 cal,122 kJ,1 cup (245 g),71 cal,299 kJ,1 oz. (28 g),8 cal,34 kJ
Soups,Ramen,100g,436 cal,1831 kJ,1 package (85 g),371 cal,1556 kJ,1 oz. (28 g),122 cal,513 kJ
Soups,Scotch Broth,100g,33 cal,139 kJ,1 cup (241 g),80 cal,335 kJ,1 oz. (28 g),9 cal,39 kJ
Soups,Succotash,100g,115 cal,483 kJ,1 cup (192 g),221 cal,927 kJ,1 oz. (28 g),32 cal,135 kJ
Soups,Thai Soup,100g,60 cal,252 kJ,1 cup (245 g),147 cal,617 kJ,1 oz. (28 g),17 cal,71 kJ
Soups,Tomato Rice Soup,100g,47 cal,197 kJ,1 cup (247 g),116 cal,487 kJ,1 oz. (28 g),13 cal,55 kJ
Soups,Tomato Soup,100g,30 cal,126 kJ,1 cup (248 g),74 cal,312 kJ,1 oz. (28 g),8 cal,35 kJ
Soups,Vegetable Beef Soup,100g,31 cal,130 kJ,1 cup (244 g),76 cal,317 kJ,1 oz. (28 g),9 cal,36 kJ
Soups,Vegetable Broth,100g,5 cal,21 kJ,1 cup (235 g),12 cal,49 kJ,1 oz. (28 g),1 cal,6 kJ
Soups,Vegetable Soup,100g,28 cal,118 kJ,1 cup (241 g),67 cal,284 kJ,1 oz. (28 g),8 cal,33 kJ
Soups,Vegetable Stock,100g,5 cal,21 kJ,1 cup (235 g),12 cal,49 kJ,1 oz. (28 g),1 cal,6 kJ
Soups,Wedding Soup,100g,53 cal,223 kJ,1 cup (245 g),130 cal,546 kJ,1 oz. (28 g),15 cal,62 kJ
Spreads,Almond Butter,100g,614 cal,2579 kJ,1 tbsp (16 g),98 cal,413 kJ,1 oz. (28 g),172 cal,722 kJ
Spreads,Apple Butter,100g,173 cal,727 kJ,1 tbsp (17 g),29 cal,124 kJ,1 oz. (28 g),48 cal,204 kJ
Spreads,Applesauce,100g,68 cal,286 kJ,1 cup (255 g),173 cal,729 kJ,1 oz. (28 g),19 cal,80 kJ
Spreads,Apricot Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Blackberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Blackcurrant Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Blueberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Cheese Spread,100g,290 cal,1218 kJ,1 tbsp (15 g),44 cal,183 kJ,1 oz. (28 g),81 cal,341 kJ
Spreads,Cherry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Chocolate Philadelphia,100g,287 cal,1205 kJ,1 serving (30 g),86 cal,362 kJ,1 oz. (28 g),80 cal,337 kJ
Spreads,Chocolate Spread,100g,541 cal,2272 kJ,1 tsp (12 g),65 cal,273 kJ,1 oz. (28 g),151 cal,636 kJ
Spreads,Cream Cheese,100g,342 cal,1436 kJ,1 cup (232 g),793 cal,3332 kJ,1 oz. (28 g),96 cal,402 kJ
Spreads,Egg,100g,97 cal,407 kJ,1 egg (56 g),54 cal,228 kJ,1 oz. (28 g),27 cal,114 kJ
Spreads,Grape Jelly,100g,255 cal,1071 kJ,1 tbsp (20 g),51 cal,214 kJ,1 oz. (28 g),71 cal,300 kJ
Spreads,Honey,100g,304 cal,1277 kJ,1 tbsp (21 g),64 cal,268 kJ,1 oz. (28 g),85 cal,358 kJ
Spreads,Jelly,100g,278 cal,1168 kJ,1 tbsp (20 g),56 cal,234 kJ,1 oz. (28 g),78 cal,327 kJ
Spreads,Jif Peanut Butter,100g,580 cal,2436 kJ,1 tbsp (16 g),93 cal,390 kJ,1 oz. (28 g),162 cal,682 kJ
Spreads,Liverwurst,100g,305 cal,1281 kJ,1 slice (18 g),55 cal,231 kJ,1 oz. (28 g),85 cal,359 kJ
Spreads,Margarine,100g,717 cal,3011 kJ,1 tbsp (14 g),100 cal,422 kJ,1 oz. (28 g),201 cal,843 kJ
Spreads,Marmite,100g,225 cal,945 kJ,1 tsp (4 g),9 cal,38 kJ,1 oz. (28 g),63 cal,265 kJ
Spreads,Marshmallow Fluff,100g,666 cal,2797 kJ,1 tbsp (6 g),40 cal,168 kJ,1 oz. (28 g),186 cal,783 kJ
Spreads,Nutella,100g,544 cal,2285 kJ,1 serving (15 g),82 cal,343 kJ,1 oz. (28 g),152 cal,640 kJ
Spreads,Olive Spread,100g,550 cal,2310 kJ,1 serving (10 g),55 cal,231 kJ,1 oz. (28 g),154 cal,647 kJ
Spreads,Peanut Butter,100g,589 cal,2474 kJ,1 tbsp (16 g),94 cal,396 kJ,1 oz. (28 g),165 cal,693 kJ
Spreads,Peter Pan Peanut Butter,100g,609 cal,2558 kJ,1 tbsp (16 g),97 cal,409 kJ,1 oz. (28 g),171 cal,716 kJ
Spreads,Philadelphia Cream Cheese,100g,342 cal,1436 kJ,1 cup (232 g),793 cal,3332 kJ,1 oz. (28 g),96 cal,402 kJ
Spreads,Plum Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,"Pâté (720), Pate",100g,319 cal,1340 kJ,1 tbsp (13 g),41 cal,174 kJ,1 oz. (28 g),89 cal,375 kJ
Spreads,Salted Butter,100g,717 cal,3011 kJ,1 cup (227 g),1628 cal,6835 kJ,1 oz. (28 g),201 cal,843 kJ
Spreads,Skippy Peanut Butter,100g,594 cal,2495 kJ,1 tbsp (16 g),95 cal,399 kJ,1 oz. (28 g),166 cal,699 kJ
Spreads,Smuckers Strawberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Strawberry Jam,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Strawberry Jelly,100g,250 cal,1050 kJ,1 tbsp (20 g),50 cal,210 kJ,1 oz. (28 g),70 cal,294 kJ
Spreads,Sunbutter,100g,617 cal,2591 kJ,1 tbsp (16 g),99 cal,415 kJ,1 oz. (28 g),173 cal,725 kJ
Spreads,Sunflower Butter,100g,617 cal,2591 kJ,1 cup (227 g),1401 cal,5882 kJ,1 oz. (28 g),173 cal,725 kJ
Spreads,Tapenade,100g,233 cal,979 kJ,1 tbsp (15 g),35 cal,147 kJ,1 oz. (28 g),65 cal,274 kJ
Spreads,Unsalted Butter,100g,717 cal,3011 kJ,1 cup (227 g),1628 cal,6835 kJ,1 oz. (28 g),201 cal,843 kJ
Spreads,Vegemite,100g,180 cal,756 kJ,1 tsp (5 g),9 cal,38 kJ,1 oz. (28 g),50 cal,212 kJ
Spreads,Wild Honey,100g,286 cal,1201 kJ,1 tbsp (21 g),60 cal,252 kJ,1 oz. (28 g),80 cal,336 kJ
Tropical & Exotic Fruits,Acerola,100g,32 cal,134 kJ,1 acerola (4.8 g),1 cal,5 kJ,1 oz. (28 g),9 cal,38 kJ
Tropical & Exotic Fruits,Asian Pear,100g,42 cal,176 kJ,1 pear (178 g),75 cal,313 kJ,1 oz. (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Avocado,100g,160 cal,672 kJ,1 avocado (200 g),320 cal,1344 kJ,1 oz. (28 g),45 cal,188 kJ
Tropical & Exotic Fruits,Banana,100g,89 cal,374 kJ,1 banana (125 g),111 cal,468 kJ,1 oz. (28 g),25 cal,105 kJ
Tropical & Exotic Fruits,Breadfruit,100g,103 cal,433 kJ,1/4 breadfruit (96 g),99 cal,416 kJ,1 oz. (28 g),29 cal,121 kJ
Tropical & Exotic Fruits,Cantaloupe Melon,100g,34 cal,143 kJ,1 wedge (69 g),23 cal,99 kJ,1 oz. (28 g),10 cal,40 kJ
Tropical & Exotic Fruits,Casaba Melon,100g,28 cal,118 kJ,1 wedge (125 g),35 cal,148 kJ,1 oz. (28 g),8 cal,33 kJ
Tropical & Exotic Fruits,Cherimoya,100g,75 cal,315 kJ,1 cherimoya (235 g),176 cal,740 kJ,1 oz. (28 g),21 cal,88 kJ
Tropical & Exotic Fruits,Dragon Fruit,100g,60 cal,252 kJ,1 dragonfruit (200 g),120 cal,504 kJ,1 oz. (28 g),17 cal,71 kJ
Tropical & Exotic Fruits,Durian,100g,147 cal,617 kJ,1 durian (602 g),885 cal,3714 kJ,1 oz. (28 g),41 cal,173 kJ
Tropical & Exotic Fruits,Feijoa,100g,55 cal,231 kJ,1 feijoa (42 g),23 cal,97 kJ,1 oz. (28 g),15 cal,65 kJ
Tropical & Exotic Fruits,Galia Melon,100g,23 cal,97 kJ,1 melon (130 g),30 cal,126 kJ,1 oz. (28 g),6 cal,27 kJ
Tropical & Exotic Fruits,Grapefruit,100g,42 cal,176 kJ,1/2 grapefruit (123 g),52 cal,216 kJ,1 oz. (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Guava,100g,68 cal,286 kJ,1 guava (55 g),37 cal,157 kJ,1 oz. (28 g),19 cal,80 kJ
Tropical & Exotic Fruits,Honeydew,100g,36 cal,151 kJ,1 wedge (125 g),45 cal,189 kJ,1 oz. (28 g),10 cal,42 kJ
Tropical & Exotic Fruits,Jackfruit,100g,95 cal,399 kJ,1 cup (151 g),143 cal,602 kJ,1 oz. (28 g),27 cal,112 kJ
Tropical & Exotic Fruits,Kiwi,100g,61 cal,256 kJ,1 kiwi (183 g),112 cal,468 kJ,1 oz. (28 g),17 cal,72 kJ
Tropical & Exotic Fruits,Kumquat,100g,71 cal,298 kJ,1 kumquat (19 g),13 cal,57 kJ,1 oz. (28 g),20 cal,83 kJ
Tropical & Exotic Fruits,Lychee,100g,66 cal,277 kJ,1 lychee (10 g),7 cal,28 kJ,1 oz. (28 g),18 cal,78 kJ
Tropical & Exotic Fruits,Mandarin Oranges,100g,53 cal,223 kJ,1 madarin orange (90 g),48 cal,201 kJ,1 oz. (28 g),15 cal,62 kJ
Tropical & Exotic Fruits,Mango,100g,60 cal,252 kJ,1 mango (336 g),202 cal,847 kJ,1 oz. (28 g),17 cal,71 kJ
Tropical & Exotic Fruits,Mangosteen,100g,73 cal,307 kJ,1 serving (80 g),58 cal,246 kJ,1 oz. (28 g),20 cal,86 kJ
Tropical & Exotic Fruits,Maracuya,100g,97 cal,407 kJ,1 maracuya (18 g),17 cal,73 kJ,1 oz. (28 g),27 cal,114 kJ
Tropical & Exotic Fruits,Maraschino Cherries,100g,165 cal,693 kJ,1 cherry (5 g),8 cal,35 kJ,1 oz. (28 g),46 cal,194 kJ
Tropical & Exotic Fruits,Muskmelon,100g,34 cal,143 kJ,1 wedge (69 g),23 cal,99 kJ,1 oz. (28 g),10 cal,40 kJ
Tropical & Exotic Fruits,Noni,100g,53 cal,223 kJ,1 oz. (28.4 g),15 cal,62 kJ,1 oz. (28 g),15 cal,62 kJ
Tropical & Exotic Fruits,Passion Fruit,100g,97 cal,407 kJ,1 passion fruit (18 g),17 cal,73 kJ,1 oz. (28 g),27 cal,114 kJ
Tropical & Exotic Fruits,Pineapple,100g,50 cal,210 kJ,1 pineapple (905 g),453 cal,1901 kJ,1 oz. (28 g),14 cal,59 kJ
Tropical & Exotic Fruits,Pink Grapefruit,100g,42 cal,176 kJ,1/2 grapefruit (123 g),52 cal,216 kJ,1 oz. (28 g),12 cal,49 kJ
Tropical & Exotic Fruits,Plantain,100g,122 cal,512 kJ,1 plantain (179 g),218 cal,916 kJ,1 oz. (28 g),34 cal,143 kJ
Tropical & Exotic Fruits,Pomegranate,100g,83 cal,349 kJ,1 pomegranate (282 g),234 cal,984 kJ,1 oz. (28 g),23 cal,98 kJ
Tropical & Exotic Fruits,Pomelo,100g,38 cal,160 kJ,1 pomelo (609 g),231 cal,974 kJ,1 oz. (28 g),11 cal,45 kJ
Tropical & Exotic Fruits,Prickly Pear,100g,41 cal,172 kJ,"1 pad, peeled (19 g)",8 cal,33 kJ,1 oz. (28 g),11 cal,48 kJ
Tropical & Exotic Fruits,Rambutan,100g,82 cal,344 kJ,1 rambutan (9 g),7 cal,31 kJ,1 oz. (28 g),23 cal,96 kJ
Tropical & Exotic Fruits,Sapodilla,100g,83 cal,349 kJ,1 sapodilla (170 g),141 cal,593 kJ,1 oz. (28 g),23 cal,98 kJ
Tropical & Exotic Fruits,Soursop Fruit,100g,66 cal,277 kJ,1 soursop fruit (625 g),413 cal,1731 kJ,1 oz. (28 g),18 cal,78 kJ
Tropical & Exotic Fruits,Star Fruit,100g,31 cal,130 kJ,1 starfruit (91 g),28 cal,118 kJ,1 oz. (28 g),9 cal,36 kJ
Tropical & Exotic Fruits,Tamarind,100g,239 cal,1004 kJ,1 tamarind (2 g),5 cal,20 kJ,1 oz. (28 g),67 cal,281 kJ
Tropical & Exotic Fruits,Watermelon,100g,30 cal,126 kJ,1 wedge (286 g),86 cal,360 kJ,1 oz. (28 g),8 cal,35 kJ
Vegetable Oils,Almond Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Vegetable Oils,Apricot Kernel Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Vegetable Oils,Argan Oil,100ml,896 cal,3763 kJ,1 tbsp (14 ml),125 cal,527 kJ,1 fl. oz. (30 ml),269 cal,1129 kJ
Vegetable Oils,Avocado Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Vegetable Oils,Babassu Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Canola Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Coconut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Vegetable Oils,Corn Oil,100ml,800 cal,3360 kJ,1 tbsp (15 ml),120 cal,504 kJ,1 fl. oz. (30 ml),240 cal,1008 kJ
Vegetable Oils,Cottonseed Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Vegetable Oils,Flaxseed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Grape Seed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Hazelnut Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Vegetable Oils,Linseed Oil,100ml,837 cal,3515 kJ,1 tbsp (14 ml),117 cal,492 kJ,1 fl. oz. (30 ml),251 cal,1055 kJ
Vegetable Oils,Menhaden Oil,100ml,911 cal,3826 kJ,1 tbsp (14 ml),128 cal,536 kJ,1 fl. oz. (30 ml),273 cal,1148 kJ
Vegetable Oils,Mustard Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Oat Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Olive Oil,100ml,800 cal,3360 kJ,1 tbsp (15 ml),120 cal,504 kJ,1 fl. oz. (30 ml),240 cal,1008 kJ
Vegetable Oils,Palm Kernel Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Vegetable Oils,Palm Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Vegetable Oils,Peanut Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Vegetable Oils,Poppy Seed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Pumpkin Seed Oil,100ml,880 cal,3696 kJ,1 tbsp (14 ml),123 cal,517 kJ,1 fl. oz. (30 ml),264 cal,1109 kJ
Vegetable Oils,Rice Bran Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Vegetable Oils,Safflower Oil,100ml,857 cal,3599 kJ,1 tbsp (14 ml),120 cal,504 kJ,1 fl. oz. (30 ml),257 cal,1080 kJ
Vegetable Oils,Salmon Oil,100ml,911 cal,3826 kJ,1 tbsp (14 ml),128 cal,536 kJ,1 fl. oz. (30 ml),273 cal,1148 kJ
Vegetable Oils,Sesame Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Vegetable Oils,Shea Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Soy Oil,100ml,882 cal,3704 kJ,1 tbsp (14 ml),123 cal,519 kJ,1 fl. oz. (30 ml),265 cal,1111 kJ
Vegetable Oils,Sunflower Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Tomato Seed Oil,100ml,884 cal,3713 kJ,1 tbsp (14 ml),124 cal,520 kJ,1 fl. oz. (30 ml),265 cal,1114 kJ
Vegetable Oils,Vegetable Oil,100ml,800 cal,3360 kJ,1 tbsp (15 ml),120 cal,504 kJ,1 fl. oz. (30 ml),240 cal,1008 kJ
Vegetable Oils,Walnut Oil,100ml,889 cal,3734 kJ,1 tbsp (14 ml),124 cal,523 kJ,1 fl. oz. (30 ml),267 cal,1120 kJ
Vegetable Oils,Wheat Germ Oil,100ml,929 cal,3902 kJ,1 tbsp (14 ml),130 cal,546 kJ,1 fl. oz. (30 ml),279 cal,1171 kJ
Vegetables,Artichoke,100g,47 cal,197 kJ,1 artichoke (128 g),60 cal,252 kJ,1 oz. (28 g),13 cal,55 kJ
Vegetables,Arugula,100g,25 cal,105 kJ,1 leaf (2 g),1 cal,2 kJ,1 oz. (28 g),7 cal,29 kJ
Vegetables,Asparagus,100g,20 cal,84 kJ,1 spear (12 g),2 cal,10 kJ,1 oz. (28 g),6 cal,24 kJ
Vegetables,Aubergine,100g,25 cal,105 kJ,1 aubergine (458 g),115 cal,481 kJ,1 oz. (28 g),7 cal,29 kJ
Vegetables,Beetroot,100g,43 cal,181 kJ,1 beet (82 g),35 cal,148 kJ,1 oz. (28 g),12 cal,51 kJ
Vegetables,Bell Pepper,100g,20 cal,84 kJ,1 pepper (73 g),15 cal,61 kJ,1 oz. (28 g),6 cal,24 kJ
Vegetables,Black Olives,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 oz. (28 g),32 cal,135 kJ
Vegetables,Broccoli,100g,34 cal,143 kJ,1 bunch (608 g),207 cal,869 kJ,1 oz. (28 g),10 cal,40 kJ
Vegetables,Brussels Sprouts,100g,43 cal,181 kJ,1 sprout (19 g),8 cal,34 kJ,1 oz. (28 g),12 cal,51 kJ
Vegetables,Cabbage,100g,25 cal,105 kJ,1 head (908 g),227 cal,953 kJ,1 oz. (28 g),7 cal,29 kJ
Vegetables,Capsicum,100g,27 cal,113 kJ,1 pepper (45 g),12 cal,51 kJ,1 oz. (28 g),8 cal,32 kJ
Vegetables,Carrot,100g,41 cal,172 kJ,1 carrot (61 g),25 cal,105 kJ,1 oz. (28 g),11 cal,48 kJ
Vegetables,Cauliflower,100g,25 cal,105 kJ,1 floweret (13 g),3 cal,14 kJ,1 oz. (28 g),7 cal,29 kJ
Vegetables,Celery,100g,16 cal,67 kJ,1 stalk (40 g),6 cal,27 kJ,1 oz. (28 g),4 cal,19 kJ
Vegetables,Chard,100g,19 cal,80 kJ,1 leaf (48 g),9 cal,38 kJ,1 oz. (28 g),5 cal,22 kJ
Vegetables,Cherry Tomato,100g,100 cal,420 kJ,1 cherry tomato (20 g),20 cal,84 kJ,1 oz. (28 g),28 cal,118 kJ
Vegetables,Chicory,100g,72 cal,302 kJ,1 head (53 g),38 cal,160 kJ,1 oz. (28 g),20 cal,85 kJ
Vegetables,Chinese Cabbage,100g,16 cal,67 kJ,1 head (840 g),134 cal,563 kJ,1 oz. (28 g),4 cal,19 kJ
Vegetables,Chives,100g,30 cal,126 kJ,"1 tbsp, chopped (3 g)",1 cal,4 kJ,1 oz. (28 g),8 cal,35 kJ
Vegetables,Collard Greens,100g,32 cal,134 kJ,"1 cup, raw (36 g)",12 cal,48 kJ,1 oz. (28 g),9 cal,38 kJ
Vegetables,Corn,100g,365 cal,1533 kJ,1 cup (154 g),562 cal,2361 kJ,1 oz. (28 g),102 cal,429 kJ
Vegetables,Courgette,100g,17 cal,71 kJ,1 courgette (196 g),33 cal,139 kJ,1 oz. (28 g),5 cal,20 kJ
Vegetables,Creamed Spinach,100g,74 cal,311 kJ,1 cup (200 g),148 cal,622 kJ,1 oz. (28 g),21 cal,87 kJ
Vegetables,Cucumber,100g,16 cal,67 kJ,1 cucumber (410 g),66 cal,275 kJ,1 oz. (28 g),4 cal,19 kJ
Vegetables,Eggplant,100g,25 cal,105 kJ,1 eggplant (458 g),115 cal,481 kJ,1 oz. (28 g),7 cal,29 kJ
Vegetables,Endive,100g,17 cal,71 kJ,1 head (513 g),87 cal,364 kJ,1 oz. (28 g),5 cal,20 kJ
Vegetables,Fennel,100g,31 cal,130 kJ,1 bulb (234 g),73 cal,304 kJ,1 oz. (28 g),9 cal,36 kJ
Vegetables,Garlic,100g,149 cal,626 kJ,1 clove (3 g),4 cal,19 kJ,1 oz. (28 g),42 cal,175 kJ
Vegetables,Gherkin,100g,14 cal,59 kJ,1 gherkin (65 g),9 cal,38 kJ,1 oz. (28 g),4 cal,17 kJ
Vegetables,Gourd,100g,14 cal,59 kJ,1 gourd (771 g),108 cal,455 kJ,1 oz. (28 g),4 cal,17 kJ
Vegetables,Green Beans,100g,31 cal,130 kJ,1 cup (110 g),34 cal,143 kJ,1 oz. (28 g),9 cal,36 kJ
Vegetables,Green Olives,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 oz. (28 g),32 cal,135 kJ
Vegetables,Green Onion,100g,32 cal,134 kJ,1 green onion (15 g),5 cal,20 kJ,1 oz. (28 g),9 cal,38 kJ
Vegetables,Horseradish,100g,48 cal,202 kJ,1 tbsp (15 g),7 cal,30 kJ,1 oz. (28 g),13 cal,57 kJ
Vegetables,Kale,100g,49 cal,206 kJ,"1 cup, chopped (67 g)",33 cal,138 kJ,1 oz. (28 g),14 cal,58 kJ
Vegetables,Kohlrabi,100g,27 cal,113 kJ,1 kohlrabi (400 g),108 cal,452 kJ,1 oz. (28 g),8 cal,32 kJ
Vegetables,Kumara,100g,86 cal,361 kJ,1 kumara (130 g),112 cal,469 kJ,1 oz. (28 g),24 cal,101 kJ
Vegetables,Leek,100g,61 cal,256 kJ,1 leek (89 g),54 cal,228 kJ,1 oz. (28 g),17 cal,72 kJ
Vegetables,Lettuce,100g,15 cal,63 kJ,1 head (600 g),90 cal,378 kJ,1 oz. (28 g),4 cal,18 kJ
Vegetables,Mushrooms,100g,22 cal,92 kJ,1 mushroom (5.4 g),1 cal,5 kJ,1 oz. (28 g),6 cal,26 kJ
Vegetables,Mustard Greens,100g,27 cal,113 kJ,"1 cup, chopped (56 g)",15 cal,63 kJ,1 oz. (28 g),8 cal,32 kJ
Vegetables,Nori,100g,35 cal,147 kJ,1 sheet (2.6 g),1 cal,3 kJ,1 oz. (28 g),10 cal,41 kJ
Vegetables,Okra,100g,33 cal,139 kJ,1 pod (12 g),4 cal,17 kJ,1 oz. (28 g),9 cal,39 kJ
Vegetables,Olives,100g,115 cal,483 kJ,1 olive (2.7 g),2 cal,10 kJ,1 oz. (28 g),32 cal,135 kJ
